9	49	441	5.444	0.594	0.998	3.05	262	440	86	0
9	81	729	9	0.388	0.897	2.38	283	654	119	0
8	67	536	8.375	0.381	0.746	2.49	204	400	82	0
10	64	640	6.4	0.295	0.808	2.25	189	517	84	0
12	73	876	6.083	0.257	0.591	2.14	225	518	105	0
11	83	913	7.545	0.274	0.9	1.71	250	822	146	0
9	32	288	3.556	0.333	0.861	1.68	96	248	57	0
8	82	656	10.25	0.398	0.951	2.51	261	624	104	0
8	6	48	0.75	0.5	0.646	8	24	31	3	0
9	37	333	4.111	0.598	0.946	3.49	199	315	57	0
8	41	328	5.125	0.424	0.966	2.53	139	317	55	0
2	446	892	223	0.439	0.603	17.82	392	538	22	1
66	3	198	0.045	0.657	0.909	2.6	130	180	50	1
2	236	472	118	0.566	0.689	10.27	267	325	26	1
8	122	976	15.25	0.227	0.65	1.44	222	634	154	0
48	402	19296	8.375	0.055	0.094	4.13	1058	1814	256	1
9	21	189	2.333	0.354	0.878	2.68	67	166	25	0
11	85	935	7.727	0.25	0.664	1.73	234	621	135	0
9	120	1080	13.333	0.331	0.859	1.98	358	928	181	0
6	29	174	4.833	0.293	0.92	1.5	51	160	34	0
7	27	189	3.857	0.238	0.741	2.81	45	140	16	0
10	122	1220	12.2	0.273	0.54	2.03	333	659	164	0
10	24	240	2.4	0.267	0.821	2.06	64	197	31	0
10	33	330	3.3	0.367	0.864	1.95	121	285	62	0
12	84	1008	7	0.282	0.778	1.91	284	784	149	0
9	82	738	9.111	0.385	0.935	2.29	284	690	124	0
22	47	1034	2.136	0.319	0.753	2.13	330	779	155	0
11	86	946	7.818	0.283	0.764	1.91	268	723	140	0
1	75	75	75	0.92	1	11.5	69	75	6	1
9	6	54	0.667	0.5	0.593	13.5	27	32	2	0
9	34	306	3.778	0.288	0.641	2.1	88	196	42	0
10	98	980	9.8	0.463	0.945	2.72	454	926	167	0
9	121	1089	13.444	0.356	0.817	2.2	388	890	176	0
11	100	1100	9.091	0.456	0.882	3.04	502	970	165	0
10	40	400	4	0.428	0.895	3.05	171	358	56	0
1	11	11	11	1	1	11	11	11	1	1
8	27	216	3.375	0.218	0.829	2.14	47	179	22	0
4	115	460	28.75	0.426	0.487	17.82	196	224	11	1
12	8	96	0.667	0.615	0.969	5.9	59	93	10	0
10	22	220	2.2	0.336	0.836	2.74	74	184	27	0
12	83	996	6.917	0.301	0.814	1.99	300	811	151	0
10	87	870	8.7	0.344	0.901	2.27	299	784	132	0
10	84	840	8.4	0.356	0.849	2.47	299	713	121	0
10	78	780	7.8	0.381	0.856	2.52	297	668	118	0
12	8	96	0.667	0.292	1	3.11	28	96	9	0
12	146	1752	12.167	0.091	0.128	26.67	160	225	6	1
9	121	1089	13.444	0.399	0.843	2.4	434	918	181	0
10	37	370	3.7	0.354	0.708	3.2	131	262	41	0
10	47	470	4.7	0.336	0.628	2.26	158	295	70	0
6	17	102	2.833	0.314	0.686	2.29	32	70	14	0
11	123	1353	11.182	0.25	0.514	1.95	338	695	173	0
11	61	671	5.545	0.361	0.614	5.04	242	412	48	0
28	330	9240	11.786	0.057	0.066	31	527	614	17	1
9	79	711	8.778	0.343	0.899	2.2	244	639	111	0
10	79	790	7.9	0.347	0.784	2.25	274	619	122	0
10	83	830	8.3	0.357	0.813	2.28	296	675	130	0
12	102	1224	8.5	0.292	0.764	2.09	357	935	171	0
23	47	1081	2.043	0.315	0.747	2.2	341	808	155	0
9	83	747	9.222	0.292	0.909	2.42	218	679	90	0
12	13	156	1.083	0.391	0.981	2.35	61	153	26	0
12	8	96	0.667	0.302	1	2.9	29	96	10	0
9	6	54	0.667	0.667	0.759	18	36	41	2	0
9	44	396	4.889	0.449	0.879	2.97	178	348	60	0
10	42	420	4.2	0.317	0.85	2.22	133	357	60	0
10	130	1300	13	0.486	0.856	3.18	632	1113	199	0
7	31	217	4.429	0.267	0.714	2.15	58	155	27	0
7	8	56	1.143	0.161	0.518	1.8	9	29	5	0
11	21	231	1.909	0.468	0.719	7.2	108	166	15	0
11	8	88	0.727	0.727	0.989	10.67	64	87	6	0
9	49	441	5.444	0.592	0.998	2.97	261	440	88	0
1	19	19	19	0.684	1	4.33	13	19	3	1
8	36	288	4.5	0.465	0.885	2.13	134	255	63	0
9	22	198	2.444	0.318	0.909	2.42	63	180	26	0
8	38	304	4.75	0.349	0.757	1.93	106	230	55	0
9	34	306	3.778	0.31	0.895	1.61	95	274	59	0
8	17	136	2.125	0.309	0.676	2.33	42	92	18	0
9	82	738	9.111	0.309	0.778	1.93	228	574	118	0
1	11	11	11	0.727	1	4	8	11	2	1
1	13	13	13	0.692	1	3	9	13	3	1
8	36	288	4.5	0.559	0.944	3.04	161	272	53	0
9	121	1089	13.444	0.322	0.776	2.08	351	845	169	0
8	44	352	5.5	0.455	0.949	3.2	160	334	50	0
9	45	405	5	0.447	0.896	3.23	181	363	56	0
14	300	4200	21.429	0.263	0.607	2.39	1106	2550	462	0
7	58	406	8.286	0.212	0.842	2.26	86	342	38	0
6	28	168	4.667	0.143	0.53	1.71	24	89	14	0
4	15	60	3.75	0.267	0.8	4	16	48	4	0
15	31	465	2.067	0.204	0.465	3.96	95	216	24	0
13	33	429	2.538	0.245	0.534	3.89	105	229	27	0
11	21	231	1.909	0.316	0.58	4.29	73	134	17	0
10	38	380	3.8	0.424	0.939	2.78	161	357	58	0
9	21	189	2.333	0.519	0.942	3.27	98	178	30	0
9	23	207	2.556	0.324	0.986	1.63	67	204	41	0
9	92	828	10.222	0.35	0.917	2.07	290	759	140	0
9	64	576	7.111	0.318	0.818	2.18	183	471	84	0
9	81	729	9	0.332	0.974	2.09	242	710	116	0
9	27	243	3	0.346	0.975	1.87	84	237	45	0
6	7	42	1.167	0.238	0.69	10	10	29	1	1
11	14	154	1.273	0.442	0.981	2.43	68	151	28	0
12	48	576	4	0.252	0.755	1.71	145	435	85	0
8	33	264	4.125	0.314	0.705	2.13	83	186	39	0
12	117	1404	9.75	0.231	0.712	1.68	324	1000	193	0
9	42	378	4.667	0.381	0.931	2.48	144	352	58	0
1	46	46	46	0.239	1	1.38	11	46	8	1
9	42	378	4.667	0.344	0.931	2.13	130	352	61	0
6	35	210	5.833	0.533	0.943	2.67	112	198	42	0
1	44	44	44	0.909	1	20	40	44	2	1
5	31	155	6.2	0.239	0.974	2.06	37	151	18	0
5	16	80	3.2	0.313	0.813	2.08	25	65	12	0
14	34	476	2.429	0.279	0.851	3.09	133	405	43	0
11	67	737	6.091	0.269	0.689	2.96	198	508	67	0
12	8	96	0.667	0.51	0.927	7	49	89	7	0
1	14	14	14	0.929	1	13	13	14	1	1
10	49	490	4.9	0.529	0.939	3.01	259	460	86	0
9	81	729	9	0.357	0.863	2.22	260	629	117	0
12	2	24	0.167	0.625	0.667	15	15	16	1	1
9	95	855	10.556	0.284	0.849	1.91	243	726	127	0
9	47	423	5.222	0.404	0.943	1.99	171	399	86	0
9	21	189	2.333	0.323	0.81	1.79	61	153	34	0
9	86	774	9.556	0.337	0.757	2.19	261	586	119	0
11	116	1276	10.545	0.274	0.804	1.8	350	1026	194	0
10	130	1300	13	0.453	0.822	2.78	589	1069	212	0
8	3	24	0.375	0.458	0.667	2.2	11	16	5	0
8	14	112	1.75	0.321	0.938	1.71	36	105	21	0
7	6	42	0.857	0.333	0.762	4.67	14	32	3	0
10	8	80	0.8	0.675	1	9	54	80	6	0
10	8	80	0.8	0.688	1	9.17	55	80	6	0
1	69	69	69	0.841	1	8.29	58	69	7	1
9	33	297	3.667	0.354	0.781	1.84	105	232	57	0
8	84	672	10.5	0.36	0.954	1.94	242	641	125	0
10	84	840	8.4	0.279	0.896	1.65	234	753	142	0
9	63	567	7	0.284	0.908	1.96	161	515	82	0
8	83	664	10.375	0.357	0.979	1.98	237	650	120	0
8	83	664	10.375	0.294	0.955	2.17	195	634	90	0
9	26	234	2.889	0.299	0.953	1.67	70	223	42	0
11	26	286	2.364	0.283	0.888	2.19	81	254	37	0
11	62	682	5.636	0.218	0.705	1.62	149	481	92	0
8	76	608	9.5	0.388	0.903	2.11	236	549	112	0
8	6	48	0.75	0.542	0.646	13	26	31	2	0
10	118	1180	11.8	0.277	0.745	2.02	327	879	162	0
8	43	344	5.375	0.494	0.953	3.4	170	328	50	0
8	41	328	5.125	0.351	0.963	1.92	115	316	60	0
9	123	1107	13.667	0.39	0.996	2.82	432	1103	153	0
1	147	147	147	0.864	1	11.55	127	147	11	1
10	131	1310	13.1	0.487	0.856	2.94	638	1121	217	0
7	43	301	6.143	0.243	0.807	3.48	73	243	21	0
13	116	1508	8.923	0.279	0.658	2.3	421	992	183	0
9	133	1197	14.778	0.236	0.718	1.89	283	859	150	0
6	43	258	7.167	0.205	0.69	1.77	53	178	30	0
6	29	174	4.833	0.339	0.874	1.51	59	152	39	0
10	121	1210	12.1	0.37	0.873	2.41	448	1056	186	0
12	118	1416	9.833	0.309	0.726	2.42	438	1028	181	0
13	1	13	0.077	1	1	13	13	13	1	1
9	34	306	3.778	0.366	0.846	2.38	112	259	47	0
6	172	1032	28.667	0.294	0.907	1.73	303	936	175	0
6	181	1086	30.167	0.298	0.684	1.69	324	743	192	0
8	71	568	8.875	0.407	0.903	2.06	231	513	112	0
8	132	1056	16.5	0.31	0.861	1.84	327	909	178	0
14	44	616	3.143	0.398	0.766	2.5	245	472	98	0
5	99	495	19.8	0.356	0.881	1.5	176	436	117	0
13	408	5304	31.385	0.281	0.677	2.58	1492	3591	579	0
10	86	860	8.6	0.423	0.914	2.44	364	786	149	0
13	409	5317	31.462	0.267	0.582	2.23	1421	3095	637	0
38	410	15580	10.789	0.254	0.604	2.4	3957	9403	1651	0
13	115	1495	8.846	0.314	0.695	2.62	469	1039	179	0
11	63	693	5.727	0.332	0.724	2.77	230	502	83	0
10	75	750	7.5	0.428	0.909	2.28	321	682	141	0
6	28	168	4.667	0.405	0.804	1.84	68	135	37	0
18	168	3024	9.333	0.187	0.73	2.34	564	2207	241	0
8	70	560	8.75	0.371	0.911	1.7	208	510	122	0
9	84	756	9.333	0.407	0.878	2.75	308	664	112	0
6	51	306	8.5	0.294	0.775	1.48	90	237	61	0
8	40	320	5	0.481	0.988	2.61	154	316	59	0
8	44	352	5.5	0.415	0.949	2.06	146	334	71	0
13	77	1001	5.923	0.298	0.7	2.4	298	701	124	0
13	116	1508	8.923	0.292	0.703	2.49	441	1060	177	0
5	39	195	7.8	0.41	0.867	1.67	80	169	48	0
22	71	1562	3.227	0.519	0.843	11.25	810	1317	72	0
9	71	639	7.889	0.39	0.768	2.44	249	491	102	0
8	93	744	11.625	0.324	0.835	1.99	241	621	121	0
9	107	963	11.889	0.357	0.875	2.14	344	843	161	0
9	62	558	6.889	0.348	0.869	2.23	194	485	87	0
6	100	600	16.667	0.385	0.828	1.72	231	497	134	0
5	29	145	5.8	0.538	0.89	2.36	78	129	33	0
13	83	1079	6.385	0.373	0.628	3.5	403	678	115	0
12	142	1704	11.833	0.337	0.759	3.04	575	1293	189	0
12	67	804	5.583	0.403	0.704	3.68	324	566	88	0
24	117	2808	4.875	0.347	0.729	2.88	975	2048	338	0
9	108	972	12	0.449	0.868	2.55	436	844	171	0
6	90	540	15	0.394	0.804	2.2	213	434	97	0
7	16	112	2.286	0.464	0.884	3.25	52	99	16	0
10	35	350	3.5	0.42	0.826	2.23	147	289	66	0
13	58	754	4.462	0.336	0.599	3.2	253	452	79	0
9	35	315	3.889	0.59	0.86	3.88	186	271	48	0
12	176	2112	14.667	0.302	0.599	2.61	637	1265	244	0
10	22	220	2.2	0.491	0.932	3.72	108	205	29	0
8	13	104	1.625	0.587	0.837	4.69	61	87	13	0
12	497	5964	41.417	0.297	0.733	2.25	1773	4374	789	0
5	116	580	23.2	0.376	0.784	2.18	218	455	100	0
4	89	356	22.25	0.34	0.916	1.64	121	326	74	0
8	70	560	8.75	0.298	0.914	1.76	167	512	95	0
8	70	560	8.75	0.332	0.896	1.66	186	502	112	0
5	50	250	10	0.36	0.812	1.58	90	203	57	0
47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	1
13	386	5018	29.692	0.286	0.658	2.19	1437	3301	657	0
9	33	297	3.667	0.33	0.845	1.81	98	251	54	0
8	107	856	13.375	0.384	0.86	2.12	329	736	155	0
11	337	3707	30.636	0.179	0.648	2.09	664	2402	318	0
7	17	119	2.429	0.454	0.866	3.18	54	103	17	0
11	30	330	2.727	0.379	0.739	3.05	125	244	41	0
5	29	145	5.8	0.4	0.89	1.87	58	129	31	0
10	33	330	3.3	0.294	0.791	1.83	97	261	53	0
7	116	812	16.571	0.309	0.676	2.2	251	549	114	0
8	46	368	5.75	0.291	0.886	2.23	107	326	48	0
11	23	253	2.091	0.415	0.858	3.5	105	217	30	0
11	90	990	8.182	0.362	0.808	2.82	358	800	127	0
9	35	315	3.889	0.397	0.832	1.92	125	262	65	0
9	42	378	4.667	0.452	0.942	2.85	171	356	60	0
11	104	1144	9.455	0.367	0.747	2.56	420	854	164	0
10	181	1810	18.1	0.491	0.866	3.25	888	1567	273	0
11	413	4543	37.545	0.356	0.806	2.44	1619	3662	664	0
10	121	1210	12.1	0.402	0.849	2.7	486	1027	180	0
12	105	1260	8.75	0.37	0.717	2.91	466	903	160	0
10	1	10	0.1	1	1	10	10	10	1	1
14	186	2604	13.286	0.307	0.652	2.5	799	1698	319	0
6	39	234	6.5	0.466	0.889	2.1	109	208	52	0
19	45	855	2.368	0.243	0.582	3.01	208	498	69	0
24	64	1536	2.667	0.227	0.57	3.38	348	875	103	0
18	48	864	2.667	0.264	0.524	4.3	228	453	53	0
12	10	120	0.833	0.442	0.792	5.3	53	95	10	0
14	19	266	1.357	0.113	0.504	30	30	134	1	1
10	271	2710	27.1	0.251	0.754	1.88	679	2044	362	0
15	14	210	0.933	0.11	0.338	1.92	23	71	12	1
7	24	168	3.429	0.101	0.298	1.89	17	50	9	1
8	5	40	0.625	0.275	0.45	3.67	11	18	3	1
7	15	105	2.143	0.114	0.295	2.4	12	31	5	1
5	3	15	0.6	0.467	0.6	3.5	7	9	2	1
7	4	28	0.571	0.286	0.357	8	8	10	1	0
7	65	455	9.286	0.316	0.848	1.52	144	386	95	0
23	271	6233	11.783	0.126	0.359	1.87	786	2239	420	0
8	29	232	3.625	0.384	0.884	2.07	89	205	43	0
8	69	552	8.625	0.279	0.687	1.5	154	379	103	0
11	271	2981	24.636	0.177	0.588	1.49	527	1752	353	0
8	28	224	3.5	0.299	0.969	1.6	67	217	42	0
10	271	2710	27.1	0.197	0.748	1.38	533	2027	386	0
6	6	36	1	0.194	0.417	3.5	7	15	2	1
13	8	104	0.615	0.154	0.769	1.07	16	80	15	1
8	25	200	3.125	0.28	0.825	1.6	56	165	35	0
8	37	296	4.625	0.334	0.993	1.29	99	294	77	0
8	240	1920	30	0.193	0.635	1.4	370	1220	264	0
8	62	496	7.75	0.218	0.629	1.57	108	312	69	0
8	272	2176	34	0.197	0.629	1.38	428	1369	310	0
8	271	2168	33.875	0.217	0.786	1.29	470	1704	364	0
11	271	2981	24.636	0.176	0.671	1.39	525	2001	378	0
7	38	266	5.429	0.327	0.951	1.38	87	253	63	0
5	12	60	2.4	0.267	0.733	1.78	16	44	9	0
10	271	2710	27.1	0.187	0.602	1.35	508	1632	375	0
10	271	2710	27.1	0.193	0.769	1.28	524	2084	409	0
8	96	768	12	0.111	0.479	1.35	85	368	63	0
7	48	336	6.857	0.292	0.804	1.53	98	270	64	0
8	78	624	9.75	0.244	0.745	1.35	152	465	113	0
6	17	102	2.833	0.245	0.598	1.56	25	61	16	0
7	7	49	1	0.286	0.633	1.56	14	31	9	0
7	30	210	4.286	0.295	0.876	1.77	62	184	35	0
8	29	232	3.625	0.207	0.651	1.6	48	151	30	0
5	8	40	1.6	0.425	1	1.89	17	40	9	0
5	7	35	1.4	0.4	0.657	2.33	14	23	6	0
6	69	414	11.5	0.28	0.744	1.4	116	308	83	0
804	11	8844	0.014	0.191	0.233	15.64	1689	2058	108	1
6	129	774	21.5	0.195	0.565	1.35	151	437	112	0
6	25	150	4.167	0.34	0.887	1.42	51	133	36	0
8	12	96	1.5	0.208	0.771	1.11	20	74	18	0
7	9	63	1.286	0.317	0.984	2.22	20	62	9	0
5	8	40	1.6	0.425	0.975	1.55	17	39	11	0
6	28	168	4.667	0.149	0.375	1.47	25	63	17	0
4	6	24	1.5	0.333	0.792	2	8	19	4	0
4	28	112	7	0.455	1	1.27	51	112	40	0
6	13	78	2.167	0.295	0.872	1.44	23	68	16	0
6	11	66	1.833	0.333	0.803	1.69	22	53	13	0
4	12	48	3	0.292	1	1.4	14	48	10	0
6	41	246	6.833	0.224	0.85	1.2	55	209	46	0
9	23	207	2.556	0.213	0.507	1.57	44	105	28	0
5	13	65	2.6	0.246	0.831	1.33	16	54	12	0
4	14	56	3.5	0.268	0.732	1.67	15	41	9	0
9	17	153	1.889	0.183	0.529	1.75	28	81	16	0
9	18	162	2	0.278	0.716	1.67	45	116	27	0
7	125	875	17.857	0.27	0.858	1.4	236	751	168	0
7	19	133	2.714	0.331	0.767	1.42	44	102	31	0
10	151	1510	15.1	0.193	0.77	1.48	291	1162	197	0
7	13	91	1.857	0.264	0.648	1.41	24	59	17	0
7	27	189	3.857	0.28	0.947	1.33	53	179	40	0
7	21	147	3	0.354	0.939	1.63	52	138	32	0
9	56	504	6.222	0.21	0.603	1.26	106	304	84	0
8	81	648	10.125	0.221	0.591	1.29	143	383	111	0
7	35	245	5	0.31	1	1.55	76	245	49	0
7	9	63	1.286	0.317	0.81	1.54	20	51	13	0
9	49	441	5.444	0.231	0.685	1.46	102	302	70	0
7	23	161	3.286	0.248	0.944	1.21	40	152	33	0
7	11	77	1.571	0.312	0.987	1.2	24	76	20	0
9	54	486	6	0.27	0.852	1.49	131	414	88	0
7	29	203	4.143	0.36	0.936	1.4	73	190	52	0
7	11	77	1.571	0.351	0.961	1.35	27	74	20	0
8	27	216	3.375	0.236	0.685	1.31	51	148	39	0
7	4	28	0.571	0.25	0.857	2.33	7	24	3	0
5	11	55	2.2	0.455	1	1.67	25	55	15	0
7	24	168	3.429	0.274	0.661	1.48	46	111	31	0
5	6	30	1.2	0.3	1	1.8	9	30	5	0
10	262	2620	26.2	0.19	0.601	1.32	499	1575	377	0
7	48	336	6.857	0.33	0.821	1.44	111	276	77	0
8	25	200	3.125	0.285	0.88	1.36	57	176	42	0
10	9	90	0.9	0.222	1	1.25	20	90	16	0
8	16	128	2	0.258	0.945	1.18	33	121	28	0
5	13	65	2.6	0.4	1	1.18	26	65	22	0
7	21	147	3	0.293	0.81	1.34	43	119	32	0
7	24	168	3.429	0.232	0.851	1.22	39	143	32	0
7	4	28	0.571	0.286	1	2	8	28	4	0
7	18	126	2.571	0.365	0.952	1.53	46	120	30	0
7	13	91	1.857	0.33	0.835	1.43	30	76	21	0
9	30	270	3.333	0.27	0.796	1.4	73	215	52	0
7	10	70	1.429	0.329	1	1.77	23	70	13	0
6	21	126	3.5	0.349	1	1.33	44	126	33	0
7	7	49	1	0.245	0.878	1.71	12	43	7	0
8	39	312	4.875	0.224	0.824	1.21	70	257	58	0
7	14	98	2	0.214	0.786	1.11	21	77	19	0
6	26	156	4.333	0.288	0.872	1.29	45	136	35	0
7	7	49	1	0.327	1	1.33	16	49	12	0
7	16	112	2.286	0.286	0.705	1.88	32	79	17	0
7	11	77	1.571	0.351	0.727	1.5	27	56	18	0
7	52	364	7.429	0.272	0.788	1.22	99	287	81	0
7	11	77	1.571	0.377	0.948	1.38	29	73	21	0
7	11	77	1.571	0.299	0.727	1.35	23	56	17	0
5	7	35	1.4	0.543	1	2.11	19	35	9	0
7	16	112	2.286	0.286	0.955	1.68	32	107	19	0
7	33	231	4.714	0.368	0.896	1.57	85	207	54	0
7	30	210	4.286	0.329	1	1.38	69	210	50	0
7	8	56	1.143	0.268	0.768	1.07	15	43	14	0
9	17	153	1.889	0.235	0.647	1.44	36	99	25	0
9	20	180	2.222	0.294	0.578	1.51	53	104	35	0
9	19	171	2.111	0.292	0.684	1.52	50	117	33	0
5	8	40	1.6	0.35	0.975	1	14	39	14	0
7	51	357	7.286	0.325	0.871	1.66	116	311	70	0
6	24	144	4	0.264	0.764	1.46	38	110	26	0
7	33	231	4.714	0.351	0.987	1.53	81	228	53	0
10	31	310	3.1	0.197	0.652	1.3	61	202	47	0
7	11	77	1.571	0.377	0.974	1.61	29	75	18	0
6	13	78	2.167	0.333	0.91	1.37	26	71	19	0
5	12	60	2.4	0.483	1	1.38	29	60	21	0
5	21	105	4.2	0.333	0.79	1.46	35	83	24	0
9	29	261	3.222	0.23	0.613	1.3	60	160	46	0
7	6	42	0.857	0.452	0.976	1.73	19	41	11	0
8	8	64	1	0.219	0.875	1.56	14	56	9	0
7	17	119	2.429	0.311	0.908	1.54	37	108	24	0
6	7	42	1.167	0.286	0.857	1.5	12	36	8	0
7	16	112	2.286	0.313	0.973	1.75	35	109	20	0
7	31	217	4.429	0.286	0.673	1.55	62	146	40	0
6	25	150	4.167	0.313	1	1.38	47	150	34	0
7	26	182	3.714	0.192	0.626	1.52	35	114	23	0
7	11	77	1.571	0.299	0.649	1.77	23	50	13	0
6	11	66	1.833	0.318	0.712	1.31	21	47	16	0
7	43	301	6.143	0.319	0.801	1.41	96	241	68	0
7	15	105	2.143	0.343	1	1.64	36	105	22	0
7	11	77	1.571	0.377	0.961	1.45	29	74	20	0
6	11	66	1.833	0.379	0.818	1.67	25	54	15	0
7	23	161	3.286	0.28	0.783	1.29	45	126	35	0
9	24	216	2.667	0.287	0.912	1.72	62	197	36	0
9	52	468	5.778	0.306	0.718	1.66	143	336	86	0
7	45	315	6.429	0.254	0.708	1.29	80	223	62	0
8	48	384	6	0.221	0.557	1.37	85	214	62	0
5	43	215	8.6	0.456	1	1.42	98	215	69	0
5	28	140	5.6	0.321	0.95	1.45	45	133	31	0
5	6	30	1.2	0.433	1	1.63	13	30	8	0
9	18	162	2	0.259	0.71	1.56	42	115	27	0
7	10	70	1.429	0.3	0.771	1.5	21	54	14	0
7	33	231	4.714	0.364	0.753	1.68	84	174	50	0
6	16	96	2.667	0.354	1	1.48	34	96	23	0
5	7	35	1.4	0.4	0.943	1.75	14	33	8	0
7	37	259	5.286	0.282	0.772	1.35	73	200	54	0
7	15	105	2.143	0.371	0.829	1.77	39	87	22	0
7	20	140	2.857	0.25	0.593	1.35	35	83	26	0
5	43	215	8.6	0.372	0.888	1.45	80	191	55	0
7	11	77	1.571	0.299	1	1.21	23	77	19	0
7	30	210	4.286	0.324	0.948	1.55	68	199	44	0
7	11	77	1.571	0.377	1	1.53	29	77	19	0
7	18	126	2.571	0.254	0.841	1.39	32	106	23	0
5	23	115	4.6	0.322	1	1.32	37	115	28	0
7	18	126	2.571	0.302	0.984	1.36	38	124	28	0
9	107	963	11.889	0.217	0.842	1.34	209	811	156	0
6	33	198	5.5	0.303	0.874	1.46	60	173	41	0
9	14	126	1.556	0.238	0.897	1.36	30	113	22	0
9	50	450	5.556	0.22	0.691	1.32	99	311	75	0
7	23	161	3.286	0.28	0.826	1.45	45	133	31	0
7	23	161	3.286	0.323	0.839	1.68	52	135	31	0
7	14	98	2	0.367	0.786	1.57	36	77	23	0
7	11	77	1.571	0.234	0.675	1.29	18	52	14	0
5	9	45	1.8	0.444	0.956	1.43	20	43	14	0
8	19	152	2.375	0.309	0.98	1.52	47	149	31	0
6	7	42	1.167	0.262	0.929	1.38	11	39	8	0
6	29	174	4.833	0.305	0.966	1.26	53	168	42	0
6	5	30	0.833	0.367	0.867	2.75	11	26	4	0
7	23	161	3.286	0.298	0.876	1.45	48	141	33	0
5	10	50	2	0.36	1	1.29	18	50	14	0
9	53	477	5.889	0.218	0.591	1.24	104	282	84	0
5	6	30	1.2	0.433	0.9	1.63	13	27	8	0
8	398	3184	49.75	0.279	0.664	1.7	887	2113	521	0
8	15	120	1.875	0.467	0.783	2.24	56	94	25	0
8	48	384	6	0.341	0.737	1.96	131	283	67	0
6	7	42	1.167	0.524	1	2	22	42	11	0
9	36	324	4	0.349	0.707	1.82	113	229	62	0
9	35	315	3.889	0.362	0.825	1.97	114	260	58	0
8	28	224	3.5	0.393	0.759	2.2	88	170	40	0
10	25	250	2.5	0.32	0.648	2	80	162	40	0
13	5	65	0.385	0.123	0.538	8	8	35	1	1
8	10	80	1.25	0.45	0.988	1.71	36	79	21	0
53	48	2544	0.906	0.181	0.374	4.69	460	951	98	1
8	25	200	3.125	0.385	0.615	2.75	77	123	28	0
8	35	280	4.375	0.443	0.996	2.14	124	279	58	0
10	23	230	2.3	0.361	0.774	2.44	83	178	34	0
9	59	531	6.556	0.348	0.829	2.26	185	440	82	0
27	4	108	0.148	0.333	0.667	2.57	36	72	14	1
9	12	108	1.333	0.37	1	2	40	108	20	0
11	34	374	3.091	0.324	0.872	2.47	121	326	49	0
8	12	96	1.5	0.417	0.938	2	40	90	20	0
